Episode   758 | Steps    116,250 | SPS      65 | Reward  -0.82 | Clip 0.061 | KL 1.3860 | V_loss 0.0367 | LR 0.000013 | BC 5.3113
Episode   767 | Steps    118,415 | SPS      66 | Reward  -0.80 | Clip 0.061 | KL 0.6477 | V_loss 0.0306 | LR 0.000013 | BC 4.9109
Episode   774 | Steps    120,814 | SPS      66 | Reward  -0.78 | Clip 0.061 | KL 0.9413 | V_loss 0.0271 | LR 0.000013 | BC 5.2147
  ★ Best checkpoint updated: reward=-0.7800 @ 120,814 steps
Episode   786 | Steps    122,875 | SPS      66 | Reward  -0.78 | Clip 0.061 | KL 0.5952 | V_loss 0.0344 | LR 0.000014 | BC 5.2698
Episode   793 | Steps    124,925 | SPS      67 | Reward  -0.76 | Clip 0.062 | KL 0.9066 | V_loss 0.0308 | LR 0.000014 | BC 4.9740
Episode   801 | Steps    127,090 | SPS      67 | Reward  -0.78 | Clip 0.062 | KL 0.4985 | V_loss 0.0231 | LR 0.000014 | BC 4.8639
Episode   813 | Steps    129,224 | SPS      67 | Reward  -0.80 | Clip 0.062 | KL 0.4374 | V_loss 0.0348 | LR 0.000014 | BC 4.7381
Episode   821 | Steps    131,387 | SPS      67 | Reward  -0.74 | Clip 0.062 | KL 1.4351 | V_loss 0.0434 | LR 0.000015 | BC 4.8044
  ★ Best checkpoint updated: reward=-0.7400 @ 131,387 steps
Episode   828 | Steps    133,450 | SPS      67 | Reward  -0.74 | Clip 0.063 | KL 0.8631 | V_loss 0.0259 | LR 0.000015 | BC 4.9307
Episode   836 | Steps    135,613 | SPS      67 | Reward  -0.72 | Clip 0.063 | KL 0.8428 | V_loss 0.0280 | LR 0.000015 | BC 5.1867
Episode   847 | Steps    137,876 | SPS      68 | Reward  -0.74 | Clip 0.063 | KL 0.3874 | V_loss 0.0311 | LR 0.000015 | BC 4.7901
Episode   860 | Steps    140,007 | SPS      68 | Reward  -0.78 | Clip 0.063 | KL 0.5938 | V_loss 0.0418 | LR 0.000016 | BC 4.8394
Episode   867 | Steps    142,057 | SPS      68 | Reward  -0.76 | Clip 0.063 | KL 0.7291 | V_loss 0.0227 | LR 0.000016 | BC 4.7766
Episode   877 | Steps    144,481 | SPS      68 | Reward  -0.76 | Clip 0.063 | KL 0.6738 | V_loss 0.0300 | LR 0.000016 | BC 5.3173
Episode   887 | Steps    146,870 | SPS      68 | Reward  -0.76 | Clip 0.064 | KL 0.7611 | V_loss 0.0277 | LR 0.000016 | BC 4.9784
Episode   896 | Steps    149,159 | SPS      69 | Reward  -0.74 | Clip 0.064 | KL 1.1913 | V_loss 0.0358 | LR 0.000017 | BC 5.1464
Episode   904 | Steps    151,364 | SPS      69 | Reward  -0.72 | Clip 0.064 | KL 0.8091 | V_loss 0.0270 | LR 0.000017 | BC 5.2896
Episode   914 | Steps    153,748 | SPS      69 | Reward  -0.74 | Clip 0.064 | KL 0.5458 | V_loss 0.0296 | LR 0.000017 | BC 5.0174
Episode   919 | Steps    156,189 | SPS      70 | Reward  -0.78 | Clip 0.065 | KL 0.9717 | V_loss 0.0148 | LR 0.000017 | BC 4.8323
Episode   929 | Steps    158,329 | SPS      70 | Reward  -0.80 | Clip 0.065 | KL 0.3271 | V_loss 0.0250 | LR 0.000018 | BC 4.9529
Episode   941 | Steps    160,382 | SPS      70 | Reward  -0.82 | Clip 0.065 | KL 0.2963 | V_loss 0.0275 | LR 0.000018 | BC 5.0468
Episode   947 | Steps    162,624 | SPS      70 | Reward  -0.82 | Clip 0.065 | KL 0.9968 | V_loss 0.0221 | LR 0.000018 | BC 4.9702
Episode   959 | Steps    164,720 | SPS      70 | Reward  -0.82 | Clip 0.065 | KL 0.4998 | V_loss 0.0366 | LR 0.000018 | BC 4.9935
Episode   969 | Steps    166,780 | SPS      70 | Reward  -0.82 | Clip 0.065 | KL 0.7914 | V_loss 0.0349 | LR 0.000018 | BC 4.8340
Episode   978 | Steps    168,915 | SPS      70 | Reward  -0.80 | Clip 0.065 | KL 0.8209 | V_loss 0.0369 | LR 0.000019 | BC 4.9360
Episode   987 | Steps    171,092 | SPS      70 | Reward  -0.76 | Clip 0.065 | KL 1.0604 | V_loss 0.0431 | LR 0.000019 | BC 4.8369
Episode   999 | Steps    173,227 | SPS      70 | Reward  -0.76 | Clip 0.065 | KL 0.5523 | V_loss 0.0412 | LR 0.000019 | BC 4.8409
Episode  1008 | Steps    175,557 | SPS      70 | Reward  -0.76 | Clip 0.066 | KL 0.9742 | V_loss 0.0290 | LR 0.000019 | BC 4.8920
Episode  1016 | Steps    178,008 | SPS      71 | Reward  -0.74 | Clip 0.066 | KL 1.1961 | V_loss 0.0280 | LR 0.000020 | BC 5.0732
Episode  1028 | Steps    180,440 | SPS      70 | Reward  -0.72 | Clip 0.066 | KL 0.6083 | V_loss 0.0274 | LR 0.000020 | BC 5.2961
Episode  1035 | Steps    182,490 | SPS      71 | Reward  -0.70 | Clip 0.066 | KL 0.8363 | V_loss 0.0234 | LR 0.000020 | BC 5.4788
  ★ Best checkpoint updated: reward=-0.7000 @ 182,490 steps
Episode  1045 | Steps    184,960 | SPS      71 | Reward  -0.66 | Clip 0.067 | KL 0.7492 | V_loss 0.0338 | LR 0.000020 | BC 5.3436
  ★ Best checkpoint updated: reward=-0.6600 @ 184,960 steps
Episode  1054 | Steps    187,029 | SPS      71 | Reward  -0.66 | Clip 0.067 | KL 0.7884 | V_loss 0.0273 | LR 0.000021 | BC 4.8463
Episode  1061 | Steps    189,128 | SPS      71 | Reward  -0.68 | Clip 0.067 | KL 1.0839 | V_loss 0.0287 | LR 0.000021 | BC 5.2829
Episode  1071 | Steps    191,195 | SPS      71 | Reward  -0.66 | Clip 0.067 | KL 0.7915 | V_loss 0.0300 | LR 0.000021 | BC 5.0566
Episode  1078 | Steps    193,654 | SPS      71 | Reward  -0.64 | Clip 0.067 | KL 1.2793 | V_loss 0.0364 | LR 0.000021 | BC 4.9654
Episode  1086 | Steps    195,704 | SPS      71 | Reward  -0.66 | Clip 0.067 | KL 0.7782 | V_loss 0.0318 | LR 0.000022 | BC 4.9072
Episode  1096 | Steps    197,796 | SPS      71 | Reward  -0.64 | Clip 0.068 | KL 1.1362 | V_loss 0.0342 | LR 0.000022 | BC 4.8204
Episode  1103 | Steps    200,136 | SPS      71 | Reward  -0.62 | Clip 0.068 | KL 0.9449 | V_loss 0.0332 | LR 0.000022 | BC 5.2693
  ★ Best checkpoint updated: reward=-0.6200 @ 200,136 steps
Episode  1113 | Steps    202,266 | SPS      71 | Reward  -0.66 | Clip 0.068 | KL 0.5538 | V_loss 0.0277 | LR 0.000022 | BC 4.8408
Episode  1125 | Steps    204,396 | SPS      71 | Reward  -0.68 | Clip 0.068 | KL 0.1978 | V_loss 0.0243 | LR 0.000023 | BC 4.9024
Episode  1139 | Steps    206,774 | SPS      71 | Reward  -0.68 | Clip 0.068 | KL 0.5942 | V_loss 0.0306 | LR 0.000023 | BC 4.9068
Episode  1149 | Steps    209,283 | SPS      71 | Reward  -0.72 | Clip 0.068 | KL 0.6007 | V_loss 0.0291 | LR 0.000023 | BC 4.8437
Episode  1158 | Steps    211,641 | SPS      71 | Reward  -0.74 | Clip 0.068 | KL 0.7486 | V_loss 0.0176 | LR 0.000023 | BC 5.2295
Episode  1169 | Steps    213,738 | SPS      70 | Reward  -0.74 | Clip 0.068 | KL 0.5850 | V_loss 0.0269 | LR 0.000024 | BC 5.4402
Episode  1177 | Steps    216,014 | SPS      71 | Reward  -0.76 | Clip 0.068 | KL 0.7385 | V_loss 0.0245 | LR 0.000024 | BC 5.2721
Episode  1186 | Steps    218,411 | SPS      71 | Reward  -0.76 | Clip 0.068 | KL 1.0244 | V_loss 0.0360 | LR 0.000024 | BC 5.1899
Episode  1196 | Steps    220,666 | SPS      71 | Reward  -0.76 | Clip 0.068 | KL 0.9745 | V_loss 0.0298 | LR 0.000024 | BC 5.2225
Episode  1206 | Steps    222,964 | SPS      71 | Reward  -0.80 | Clip 0.069 | KL 0.9863 | V_loss 0.0258 | LR 0.000024 | BC 4.9861
Episode  1219 | Steps    225,146 | SPS      71 | Reward  -0.78 | Clip 0.069 | KL 0.6010 | V_loss 0.0290 | LR 0.000025 | BC 5.3491
Episode  1226 | Steps    227,260 | SPS      71 | Reward  -0.76 | Clip 0.069 | KL 0.9692 | V_loss 0.0247 | LR 0.000025 | BC 5.0325
Episode  1234 | Steps    229,423 | SPS      71 | Reward  -0.74 | Clip 0.069 | KL 0.9205 | V_loss 0.0314 | LR 0.000025 | BC 5.5329
Episode  1244 | Steps    231,528 | SPS      71 | Reward  -0.74 | Clip 0.069 | KL 0.4332 | V_loss 0.0189 | LR 0.000025 | BC 5.4276
Episode  1256 | Steps    233,942 | SPS      71 | Reward  -0.76 | Clip 0.069 | KL 0.8940 | V_loss 0.0219 | LR 0.000026 | BC 5.5869
